rf,extra,xgboost,neuralNetwork,labels
98,4,98,12,98
98,4,98,5,98
98,4,98,98,98
0,5,104,1,104
1,1,1,5,1
98,98,98,14,98
98,4,98,5,98
44,5,44,5,44
44,5,44,5,44
44,5,44,101,44
44,5,44,4,44
3,3,3,4,3
112,52,33,102,33
4,4,101,3,1
5,5,5,5,5
4,4,1,71,0
99,99,99,52,99
99,99,99,5,99
99,99,99,34,99
99,99,99,4,99
99,99,99,4,99
99,99,99,4,99
1,1,1,4,1
5,5,5,85,5
99,99,99,5,99
103,103,103,5,103
103,103,103,34,103
2,5,14,99,2
4,1,109,5,109
98,98,98,5,98
5,5,5,91,5
98,1,98,15,98
98,1,98,5,98
57,57,57,5,57
4,1,4,5,4
4,4,4,39,4
4,4,4,5,4
4,4,4,1,4
5,5,5,5,5
5,5,5,5,5
5,5,5,52,5
5,5,5,5,5
99,99,99,5,99
2,5,114,5,2
1,1,101,3,101
99,99,99,4,99
99,99,99,114,99
99,99,99,7,99
4,4,101,86,1
52,52,23,3,0
0,4,84,15,84
5,5,5,5,5
7,7,7,7,7
7,7,7,7,7
7,7,7,39,7
12,12,12,2,12
4,4,4,7,4
4,4,4,14,4
4,4,4,0,4
4,4,4,5,4
4,4,4,1,4
4,4,4,5,4
3,3,85,12,85
3,3,85,52,85
3,3,3,4,85
3,3,3,4,85
3,3,3,4,3
60,99,60,1,8
99,99,99,1,99
99,99,99,1,99
99,99,99,1,99
99,99,99,7,99
99,99,99,5,99
99,99,99,5,99
99,99,99,98,99
99,99,99,4,99
99,99,99,4,99
99,99,99,5,99
52,52,52,55,11
81,81,81,64,81
81,81,81,7,81
81,81,81,3,81
81,81,81,34,81
81,81,81,5,81
5,5,5,4,5
5,5,5,64,5
5,5,5,5,5
7,7,7,62,7
2,5,95,12,2
5,5,5,3,5
5,5,5,4,5
5,5,5,4,5
5,5,5,4,5
99,52,0,4,60
0,5,111,14,111
99,99,99,5,99
99,99,99,0,99
5,5,5,5,5
5,5,5,5,5
4,4,4,34,4
5,5,5,34,5
7,7,7,5,7
5,5,72,111,72
52,24,30,1,30
99,99,99,5,99
99,99,99,12,99
52,52,60,7,60
1,1,1,7,1
1,1,1,1,1
1,1,1,5,1
1,1,1,5,1
112,112,112,5,112
112,112,112,86,112
99,99,99,3,99
99,99,99,5,99
4,4,4,5,4
4,4,4,5,4
7,7,7,5,7
7,7,7,5,7
22,99,22,5,22
5,5,5,73,5
5,5,5,5,5
52,52,52,57,57
3,3,0,57,0
99,99,99,12,99
99,99,0,98,60
52,52,30,3,60
0,4,28,117,28
0,5,6,117,6
99,99,99,10,99
1,1,1,5,1
98,4,62,117,56
98,4,62,5,56
81,99,81,0,81
0,0,40,33,0
5,5,5,8,5
4,4,4,1,4
4,4,4,52,4
4,4,4,99,4
4,4,4,98,4
4,4,4,14,4
2,5,114,4,0
98,5,98,12,98
12,12,12,4,12
0,12,117,5,12
5,5,5,5,5
98,4,98,0,98
99,99,99,33,99
99,99,99,5,99
99,99,99,5,99
2,5,2,1,117
2,5,117,1,2
5,5,5,34,5
5,5,5,109,5
5,5,5,5,5
2,5,2,34,117
52,52,52,12,52
3,85,0,4,0
3,85,0,4,0
99,99,99,4,99
112,99,113,4,113
99,99,99,24,99
99,99,99,5,99
99,99,99,71,99
99,99,99,0,99
99,99,99,52,99
81,81,81,5,81
81,81,81,98,81
99,99,99,95,99
112,112,112,69,112
112,112,112,5,112
112,112,112,5,112
112,112,112,4,112
112,112,112,81,112
112,112,112,4,112
112,112,112,4,113
112,112,112,99,113
112,112,112,22,112
112,112,112,5,112
112,112,112,52,112
112,112,112,65,112
112,112,112,5,113
112,112,112,5,113
112,112,112,86,112
112,112,112,5,112
112,112,112,5,112
112,112,112,4,112
112,112,112,4,112
112,112,112,4,113
112,112,112,4,113
112,112,112,7,112
112,112,112,85,113
4,4,4,3,4
2,5,117,85,2
12,12,12,0,12
12,12,12,1,12
5,5,5,5,5
5,5,5,47,5
99,99,99,47,99
5,5,5,98,5
99,99,9,60,60
2,5,117,60,2
2,5,117,101,2
5,5,5,34,5
2,14,117,98,2
3,3,85,98,3
3,3,85,98,3
3,3,85,98,3
3,3,85,5,3
3,3,85,3,3
3,3,85,3,3
3,3,85,34,3
3,3,85,117,3
3,3,85,1,3
3,3,3,71,3
112,112,112,52,112
0,12,0,84,0
99,99,99,90,99
99,99,99,0,99
3,3,85,98,3
3,3,3,98,3
12,12,12,98,12
4,4,4,98,4
4,4,4,7,4
4,4,4,98,4
4,4,4,98,4
99,99,88,98,60
5,5,5,39,5
5,5,5,5,5
5,5,5,4,5
5,5,5,4,5
3,3,3,4,3
2,5,107,3,117
112,112,112,101,112
24,24,117,102,8
99,99,99,107,99
1,1,1,52,1
1,1,1,52,1
112,112,112,116,112
112,112,112,5,112
99,99,99,99,99
5,5,5,85,5
109,4,109,14,109
0,0,0,5,0
3,85,85,5,3
3,85,85,5,3
3,3,85,82,3
3,3,85,1,3
3,85,85,52,3
3,85,85,52,3
3,3,85,52,3
3,3,85,5,3
52,52,52,3,52
3,85,85,14,3
3,3,3,114,85
3,3,3,12,3
112,112,112,12,112
112,99,113,4,112
5,5,5,4,5
14,14,117,62,14
5,5,5,3,5
5,5,5,5,5
99,99,99,5,99
99,99,99,5,99
99,99,99,3,99
99,99,99,39,99
99,99,99,104,99
99,99,99,1,99
99,99,99,44,99
99,99,99,44,99
5,5,5,3,5
112,99,113,33,113
99,99,99,101,99
1,4,1,5,1
99,99,99,4,99
0,5,93,1,0
4,4,4,5,4
4,4,4,103,4
4,4,4,103,4
4,4,4,107,4
4,4,4,5,4
62,1,99,57,0
99,99,88,4,60
0,99,0,4,81
3,3,3,4,3
112,99,112,4,112
112,99,112,5,112
3,5,46,5,46
2,5,55,5,14
2,5,55,5,14
5,5,5,107,5
5,5,5,101,5
62,1,62,0,62
62,1,62,5,62
2,5,0,7,55
2,5,0,7,55
5,5,5,7,5
5,5,5,98,5
12,12,0,4,0
99,99,99,4,99
12,12,12,4,12
99,99,64,4,60
7,7,7,4,7
98,98,98,4,98
99,99,99,3,99
5,5,5,118,5
5,5,5,52,5
3,3,3,5,85
5,5,5,5,5
12,12,100,5,100
3,3,3,7,85
98,4,98,95,98
7,7,7,5,7
7,7,7,5,7
99,99,99,5,99
99,99,99,5,99
99,99,99,0,75
4,4,4,100,4
2,5,55,100,14
39,99,0,4,25
12,12,12,5,12
4,4,4,7,4
99,99,99,52,99
12,12,100,1,100
12,12,100,1,100
12,12,100,1,100
12,12,100,1,100
112,99,112,4,112
52,52,52,4,23
5,5,5,7,5
1,1,101,7,102
112,112,112,22,112
99,99,99,5,99
3,3,3,5,3
7,7,7,52,7
99,99,99,3,99
4,4,4,52,48
98,98,98,52,98
5,5,5,105,5
4,4,4,0,4
99,99,99,1,99
99,99,86,98,86
112,112,112,98,112
81,81,81,91,81
81,81,81,5,81
81,81,81,4,81
81,81,81,4,81
1,1,1,4,1
1,1,1,4,1
1,1,1,4,1
57,57,73,55,73
0,4,38,98,65
4,1,0,4,0
4,1,0,5,0
4,1,0,107,0
4,1,0,5,0
4,1,4,5,0
4,1,4,5,0
4,1,0,52,0
2,2,95,85,87
2,5,2,85,55
99,99,99,4,99
99,99,99,117,99
99,99,99,62,99
99,99,99,12,99
99,99,99,5,99
99,99,99,5,99
99,99,99,100,75
5,5,5,60,5
52,52,52,0,52
99,99,81,97,60
99,99,99,5,99
4,4,116,87,106
24,24,24,85,24
7,7,7,85,7
99,99,99,85,99
99,99,99,85,99
4,4,4,85,4
99,99,60,85,60
5,5,5,85,5
98,4,62,85,62
99,99,99,85,99
3,3,3,3,3
99,99,86,55,86
99,99,86,3,86
0,5,34,3,0
85,3,85,98,3
98,4,0,4,0
0,99,114,4,0
52,99,0,4,30
7,7,7,4,7
1,1,1,88,1
99,99,99,5,99
99,99,99,5,99
4,4,4,5,4
99,99,60,5,88
99,99,60,3,88
4,4,4,24,4
4,4,4,1,4
4,4,4,1,4
112,112,112,5,112
112,112,112,109,112
4,12,90,0,90
90,12,90,85,90
90,12,90,85,90
5,5,5,85,5
3,3,3,3,3
99,99,99,85,99
4,4,101,85,1
1,1,1,3,1
90,12,90,85,90
4,1,116,52,106
40,40,40,85,40
99,99,75,3,99
99,99,99,3,99
12,12,83,5,83
83,83,79,117,83
3,5,89,5,89
99,99,99,5,99
99,99,99,5,99
4,4,4,1,0
99,99,99,5,99
5,5,5,4,5
1,1,1,4,1
4,4,109,4,109
65,65,40,4,40
98,4,108,4,0
98,4,108,48,0
98,4,108,88,0
98,4,108,3,0
98,4,108,85,0
0,5,0,117,0
12,12,0,117,0
3,3,10,5,85
5,5,5,5,5
5,5,5,90,5
12,12,12,62,12
12,12,12,5,12
12,12,12,5,12
12,12,12,98,12
12,12,12,98,12
24,24,24,112,24
99,99,99,7,99
99,99,75,5,99
99,99,75,5,99
99,99,60,3,88
99,99,88,5,60
90,12,90,3,90
4,1,116,7,0
57,57,57,7,57
99,99,99,4,99
99,99,99,55,99
81,81,81,0,81
99,99,99,98,99
12,12,12,4,12
64,99,64,100,64
12,12,0,100,0
12,12,12,100,12
12,12,12,100,12
99,99,99,5,99
2,5,55,101,55
7,7,7,3,7
5,5,5,7,5
99,99,99,4,99
62,4,58,93,62
99,99,60,4,60
3,5,0,118,34
0,1,0,1,0
4,4,109,1,109
109,1,109,1,109
4,4,4,73,4
4,4,4,100,4
0,5,36,4,6
0,1,79,4,84
99,99,99,4,99
99,99,99,4,99
112,99,113,109,113
5,5,5,109,5
0,5,34,109,6
5,5,5,72,5
7,7,7,99,7
99,99,99,99,99
99,99,99,99,99
99,99,99,5,99
99,99,99,52,99
99,99,99,81,99
99,99,88,99,60
99,99,99,24,99
12,12,99,7,83
12,12,99,99,83
12,12,99,99,83
52,52,52,4,23
4,4,4,99,4
3,3,85,5,0
99,99,99,98,99
99,99,99,99,99
3,5,2,3,2
12,12,12,86,12
5,5,5,86,5
99,52,33,34,33
99,99,99,85,99
99,99,75,98,99
12,12,12,118,12
99,99,60,7,88
99,99,88,1,88
4,4,4,99,4
4,4,4,99,4
39,39,107,4,25
99,99,75,4,99
99,99,99,4,99
0,4,79,4,0
52,52,52,5,0
0,99,60,3,8
5,5,5,99,5
5,5,5,101,5
98,4,28,1,28
5,5,5,109,5
99,99,99,91,99
81,81,81,99,81
81,81,81,99,81
81,81,81,79,81
81,81,81,89,81
81,81,81,99,81
5,5,5,99,5
3,3,0,4,0
4,4,4,99,4
4,4,4,5,4
99,99,99,1,99
3,4,98,109,98
5,5,5,91,5
5,5,5,12,5
57,57,57,12,57
57,57,57,12,57
57,57,57,98,57
57,57,57,98,57
57,57,57,7,57
57,57,57,79,57
7,5,44,85,44
4,4,4,5,4
5,5,5,5,5
99,99,99,12,99
99,99,99,12,99
99,99,99,12,99
0,0,0,12,65
5,5,5,12,5
5,5,5,24,5
5,5,5,99,5
52,52,52,99,52
5,5,5,99,5
4,0,68,99,0
4,4,4,116,4
99,99,99,57,75
99,99,99,99,99
24,24,24,99,0
7,7,7,99,7
39,39,39,12,39
2,5,14,64,55
5,5,5,79,5
5,5,5,12,5
5,5,5,62,5
99,99,99,99,99
5,5,5,55,5
5,5,5,7,5
99,99,99,5,99
99,99,75,60,99
112,112,112,79,112
112,112,113,88,112
112,112,113,84,112
5,5,5,4,5
4,4,4,109,4
3,3,3,4,3
5,5,5,4,5
109,4,109,34,109
57,73,73,99,73
99,99,86,99,86
0,5,104,5,104
99,99,99,34,99
99,99,99,5,75
98,4,98,7,98
5,5,5,99,5
4,4,4,99,4
4,4,4,99,4
99,99,88,99,60
1,1,101,99,101
62,4,105,88,105
5,5,5,99,5
5,5,5,84,5
28,4,108,84,0
3,4,108,84,0
112,112,112,0,112
112,99,112,4,112
98,4,108,3,0
98,4,108,99,0
112,99,112,99,112
112,99,112,69,112
61,61,92,12,92
98,4,0,5,108
65,65,65,0,65
0,4,10,99,10
3,3,3,99,85
3,3,3,12,85
3,3,3,4,3
3,3,3,4,3
99,99,99,39,99
99,99,99,75,99
5,5,5,99,5
4,4,1,48,1
81,81,81,0,81
99,99,99,0,99
4,4,4,5,4
3,4,79,5,0
99,99,99,98,99
99,99,99,5,99
99,99,99,99,99
99,99,99,5,99
99,99,88,89,60
99,99,88,4,88
7,7,7,4,7
90,12,90,99,90
90,12,90,5,90
4,4,102,5,102
99,99,33,57,33
4,4,4,57,4
4,4,4,57,4
99,99,115,57,115
112,112,112,57,112
99,99,88,57,0
3,3,3,44,10
4,4,4,4,4
4,4,4,5,4
3,3,3,99,3
12,12,12,99,12
12,12,12,99,12
12,12,12,65,12
12,12,12,5,12
12,12,12,5,12
3,3,10,5,3
52,52,52,23,52
52,52,52,5,52
4,4,101,4,1
112,112,112,4,112
112,112,112,99,113
112,112,112,24,112
112,112,112,7,112
112,112,112,39,112
99,99,86,107,86
99,99,99,5,75
99,99,99,5,99
99,99,99,5,99
99,99,99,99,99
64,99,64,5,64
99,99,99,5,99
99,99,99,99,99
12,12,12,99,12
12,12,12,5,12
12,12,12,4,12
12,12,12,3,12
12,12,12,5,12
1,1,101,109,102
4,4,4,73,4
4,4,4,99,4
14,14,14,79,14
39,39,39,99,39
99,99,99,5,99
99,99,99,4,99
99,99,99,4,99
99,99,99,99,99
3,3,3,101,3
3,3,3,105,3
99,99,9,5,60
0,0,99,5,64
99,99,99,12,99
112,112,112,12,112
112,112,112,98,112
112,112,113,98,112
5,5,5,98,5
5,5,5,65,5
112,112,113,10,113
112,112,113,3,112
112,112,113,3,112
112,112,113,3,112
112,112,113,3,112
112,112,113,99,112
112,112,113,99,112
1,1,1,5,1
7,7,7,4,7
4,4,4,99,4
4,4,4,4,4
0,0,79,84,0
4,4,4,99,4
3,3,85,99,10
3,3,85,99,10
3,3,3,99,3
3,3,3,88,3
90,12,90,88,90
99,99,99,7,99
1,1,1,4,1
112,112,112,0,113
12,12,12,4,12
7,7,7,4,7
4,4,4,99,4
5,5,5,99,5
2,5,117,85,2
5,5,5,4,5
98,98,98,4,98
99,99,80,85,99
0,5,0,12,6
4,4,109,12,109
4,12,90,12,90
90,12,90,12,90
0,1,0,12,0
1,1,1,10,1
1,1,1,52,1
1,1,1,52,1
1,1,1,101,1
4,4,4,112,4
0,4,98,112,98
1,4,1,112,1
99,99,86,112,86
99,99,99,118,75
99,99,99,99,75
99,99,99,99,75
2,5,114,99,55
99,99,99,64,99
99,99,99,99,99
99,99,99,99,99
99,99,99,12,99
99,99,88,12,60
99,99,88,12,60
4,4,4,12,4
4,4,4,12,4
5,5,5,101,5
5,5,5,4,5
5,5,5,4,5
5,5,5,117,5
5,5,5,39,5
52,52,52,99,52
81,81,81,99,81
1,1,1,99,1
81,81,81,99,81
1,4,1,3,1
12,4,0,3,69
99,99,99,60,99
12,12,12,99,12
12,4,12,99,98
2,5,14,112,2
4,4,4,112,4
52,24,30,112,8
99,99,99,5,99
99,99,99,5,99
99,99,99,112,99
24,24,24,112,24
0,0,108,112,0
112,112,112,112,113
99,99,99,112,99
5,5,5,112,5
4,4,4,1,4
99,99,99,7,99
1,1,81,4,81
99,99,99,4,99
99,99,88,62,88
4,4,4,4,4
0,1,79,85,0
12,12,12,3,12
12,12,12,3,12
12,12,12,3,12
98,4,98,99,98
5,5,5,1,5
4,4,4,12,4
4,4,4,7,4
99,99,99,4,99
0,5,34,5,34
99,99,99,117,99
99,99,99,5,99
52,52,52,99,52
52,52,52,34,52
1,4,1,4,1
81,81,81,84,81
81,81,81,1,81
1,1,1,1,1
4,4,101,1,101
0,5,104,1,104
99,99,99,4,86
99,99,99,71,99
12,12,12,118,0
99,99,88,107,88
2,5,55,60,2
5,5,5,60,5
24,24,24,99,8
12,12,84,99,79
3,3,3,99,85
0,5,34,99,34
99,99,99,4,99
99,99,99,4,99
12,12,12,5,12
112,112,39,34,33
7,7,7,34,7
5,5,5,5,5
52,52,52,5,52
52,52,52,52,52
5,5,5,1,5
28,4,28,71,28
1,1,1,99,1
1,1,1,62,1
112,112,112,117,112
1,1,81,4,81
39,39,114,24,20
4,4,4,99,4
99,99,99,99,99
99,99,88,99,60
5,5,5,24,5
3,3,3,98,85
3,3,3,99,85
52,52,52,5,23
99,99,99,4,99
5,5,5,99,5
3,3,3,99,3
52,52,52,99,21
112,8,8,4,8
5,5,5,84,5
5,5,5,98,5
4,4,101,12,102
91,91,91,12,91
112,112,39,97,33
1,1,1,4,1
112,112,112,4,112
4,4,79,99,1
99,99,86,99,86
99,99,60,112,86
64,99,64,52,64
5,5,72,52,72
112,99,117,71,20
99,99,99,1,99
99,99,99,102,99
99,99,99,111,99
99,99,99,99,99
99,99,99,99,99
2,5,55,12,14
4,4,4,99,4
3,4,99,117,0
0,5,0,5,34
0,0,28,24,28
99,99,99,12,99
99,99,99,3,99
99,99,99,34,99
5,5,5,99,5
5,5,5,99,5
3,3,3,12,3
5,5,5,57,5
5,5,5,7,5
5,5,5,5,5
5,5,5,0,5
5,5,5,52,5
5,5,5,5,5
4,4,68,98,0
4,4,68,1,0
4,4,101,1,1
4,4,1,112,0
4,4,4,101,4
5,5,5,39,5
99,99,99,4,99
4,4,4,99,4
99,99,99,99,99
4,4,4,5,4
12,12,99,3,62
52,52,52,85,52
28,4,28,52,28
99,99,99,99,99
4,4,4,5,4
0,5,34,3,0
4,4,109,52,0
99,99,99,49,99
1,1,1,5,1
4,4,4,5,4
4,4,4,101,4
4,4,4,91,4
4,4,4,49,4
5,5,5,1,5
5,5,5,112,5
5,5,5,84,5
4,4,4,86,4
99,99,99,60,99
99,99,99,64,99
4,4,4,39,4
4,4,4,99,4
12,4,99,99,62
112,112,112,99,113
28,4,28,99,28
3,3,3,99,3
99,99,99,117,99
98,4,28,4,28
99,99,99,84,99
39,39,39,0,39
14,5,14,98,14
99,99,99,99,99
99,99,99,99,99
12,12,12,99,12
99,99,99,5,99
99,99,99,5,99
99,99,99,117,99
99,99,99,5,99
99,99,99,5,99
99,99,99,5,99
99,99,99,5,99
99,99,99,5,99
62,62,62,5,62
62,62,62,4,62
98,4,62,4,62
5,5,5,4,5
99,52,60,4,33
98,4,28,4,28
5,5,5,5,5
112,112,112,99,112
5,5,5,4,5
1,1,1,99,1
81,81,81,4,81
81,81,81,0,81
81,81,81,52,81
62,62,62,98,62
62,62,62,99,62
4,4,4,4,4
4,4,4,34,4
0,5,111,4,111
2,5,117,99,107
3,3,3,1,3
99,99,99,4,99
112,99,75,4,0
52,52,23,4,35
12,12,12,4,12
98,4,98,5,98
2,3,117,5,14
4,4,4,5,4
99,99,99,4,99
99,99,99,99,99
99,99,99,99,99
99,99,99,4,99
99,99,99,4,99
99,99,99,0,99
4,4,4,112,4
79,79,13,98,13
99,99,99,3,99
5,5,5,99,5
1,1,1,98,1
1,1,1,99,1
4,4,4,39,4
4,4,4,117,4
14,5,14,99,55
99,99,99,99,99
2,5,117,98,107
5,5,5,99,5
5,5,5,99,5
99,99,99,99,99
52,52,52,99,52
112,99,112,99,113
90,12,90,99,90
12,12,12,99,12
1,1,1,99,1
12,12,12,62,12
4,4,4,99,4
99,99,99,98,99
99,99,99,5,99
99,99,99,112,99
99,99,99,98,99
99,99,99,5,99
2,5,107,112,107
2,5,107,5,107
5,5,5,1,5
0,1,0,81,0
52,52,52,81,57
7,7,7,81,7
7,7,7,99,7
1,1,1,99,1
99,99,99,4,99
12,12,12,4,12
98,98,98,111,98
99,99,99,3,99
99,99,99,99,99
112,112,33,99,33
2,5,55,0,2
5,5,5,98,5
4,4,4,107,4
14,5,14,4,14
5,5,5,99,5
5,5,5,99,5
90,12,90,99,90
112,112,112,99,112
112,112,112,99,112
112,112,112,99,112
112,112,112,4,112
112,112,112,79,112
112,112,112,99,112
81,81,81,5,81
1,1,1,1,1
1,4,4,1,0
1,1,4,4,0
2,2,117,4,2
5,5,5,117,5
3,3,3,99,10
5,5,5,5,5
4,4,4,5,4
4,4,4,99,4
5,5,5,52,5
5,5,5,112,5
65,65,65,12,65
57,57,57,1,57
99,99,75,12,99
99,99,75,4,99
99,99,75,99,99
81,81,81,99,81
81,99,81,99,81
81,99,81,99,81
81,99,81,99,81
81,99,81,5,81
81,99,81,84,81
81,99,81,52,81
81,99,81,7,81
81,99,81,7,81
81,99,81,1,81
81,99,81,99,81
81,99,81,12,81
81,99,81,99,81
81,99,81,99,81
81,99,81,113,81
81,99,81,55,81
81,99,81,5,81
1,1,1,4,1
0,99,74,55,0
81,81,81,5,81
3,3,3,5,3
3,3,3,112,3
52,52,52,112,11
99,99,60,112,0
99,99,88,112,60
5,5,5,112,5
52,52,52,112,66
99,99,99,81,99
99,99,99,1,99
4,4,4,1,4
4,4,4,4,4
99,99,75,72,99
99,99,99,5,99
99,99,75,3,99
1,1,1,5,1
4,4,4,4,4
99,99,88,4,88
0,1,115,5,0
7,7,7,5,7
4,4,47,65,106
99,99,99,57,99
99,99,99,99,99
99,99,99,99,99
1,4,1,99,1
1,1,1,81,1
1,1,1,81,1
1,1,1,81,1
1,1,1,81,1
1,1,1,81,1
1,1,1,81,1
1,1,1,81,1
5,5,5,81,5
99,99,8,81,8
99,99,118,81,86
99,99,118,81,86
112,112,112,81,112
112,112,112,81,112
112,112,112,81,113
7,7,7,81,7
4,4,4,81,4
99,99,96,81,60
99,99,88,1,0
99,99,118,67,60
99,99,118,81,60
79,79,45,3,79
0,5,79,3,84
7,7,7,52,7
7,7,7,99,7
12,12,12,88,12
112,112,113,5,113
112,99,112,99,112
112,99,112,99,112
112,112,112,4,112
1,1,118,4,101
99,99,99,75,99
7,7,7,99,7
4,4,4,99,1
1,1,1,1,1
4,4,4,4,4
5,5,5,88,5
52,52,52,84,52
52,52,52,7,35
57,52,41,90,41
52,52,52,99,52
99,99,118,99,60
3,5,85,99,85
2,5,69,71,69
7,7,7,1,7
64,99,64,1,64
112,112,112,1,112
99,99,99,71,99
1,1,1,71,1
0,99,30,1,0
98,98,62,1,62
98,98,62,5,62
98,98,62,99,62
52,52,52,118,52
2,5,2,118,117
2,5,2,112,117
3,3,3,112,3
5,5,5,112,5
4,4,109,7,4
2,5,69,4,69
99,99,75,60,99
99,99,75,99,99
1,1,1,99,1
2,5,0,99,69
99,99,118,79,60
5,5,5,7,5
112,112,112,7,113
98,1,84,12,79
98,1,84,112,79
98,1,84,112,79
98,1,84,112,79
98,1,84,112,79
98,1,84,101,79
98,1,84,99,79
98,1,84,7,79
98,1,84,4,79
5,5,5,1,5
2,3,2,4,33
3,5,10,5,10
99,99,75,52,99
0,5,111,52,99
99,99,99,8,99
99,99,99,52,99
99,99,99,118,75
4,4,101,85,1
81,81,81,7,81
81,99,81,64,81
4,4,4,112,4
4,4,4,99,4
4,4,4,1,4
3,3,3,0,3
5,5,5,90,5
3,3,3,90,3
109,4,109,90,109
98,4,108,52,0
99,99,99,3,99
5,5,5,5,5
5,5,5,109,5
3,7,7,69,7
39,39,39,99,39
99,99,99,99,99
99,99,99,1,99
99,99,75,69,99
3,3,85,60,10
3,3,85,5,10
4,4,118,112,1
4,4,118,84,1
4,4,118,84,1
4,4,118,84,1
4,4,118,84,1
4,4,118,84,1
99,99,99,84,99
4,4,4,84,4
4,4,4,84,4
98,4,98,84,98
12,12,62,5,62
0,4,0,2,0
99,99,99,10,99
99,99,99,99,99
99,99,99,104,99
99,99,99,99,99
99,99,99,99,99
99,99,99,101,99
99,99,99,81,99
99,99,99,81,99
99,99,99,62,99
99,99,99,109,99
99,99,99,4,99
99,99,99,3,99
99,99,99,5,99
99,99,99,3,99
99,99,99,109,99
112,112,112,98,112
5,5,5,99,5
5,5,5,5,5
2,5,2,5,107
2,5,107,7,107
57,99,57,39,57
1,1,1,99,1
3,3,3,99,3
0,0,84,99,13
98,4,98,85,98
79,79,84,85,84
5,5,5,101,5
4,4,4,101,4
99,99,88,101,60
2,3,2,101,33
2,5,14,101,95
2,5,55,101,55
2,5,117,99,2
99,99,0,4,118
12,12,12,4,12
2,5,2,12,33
99,99,75,98,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,75
99,99,88,99,0
3,3,46,99,46
4,4,4,99,4
4,4,4,99,4
4,4,4,99,4
5,5,5,99,5
52,82,66,99,66
4,4,109,99,109
98,1,84,99,79
112,112,112,99,112
99,99,88,99,0
99,99,88,99,0
99,99,88,112,0
3,5,85,5,85
99,99,118,5,0
0,1,62,112,0
0,4,79,1,0
99,99,99,85,99
7,7,7,79,7
7,7,7,98,7
7,7,7,84,7
7,7,7,5,7
3,3,85,4,10
3,3,3,99,3
3,3,3,2,3
61,61,92,117,92
39,39,39,117,39
2,5,14,117,14
39,39,39,12,39
1,1,1,5,1
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
4,1,4,99,4
4,4,4,3,4
4,4,4,4,4
4,4,4,4,4
2,14,117,4,2
52,82,66,5,66
112,99,112,82,112
112,112,112,109,113
5,5,5,84,5
4,4,109,112,109
86,99,0,99,118
3,3,85,99,85
99,99,60,99,118
99,99,99,85,118
0,0,118,86,0
0,12,117,84,0
5,5,5,84,5
5,5,5,99,5
99,99,88,7,60
3,3,3,7,3
5,5,5,7,5
39,39,39,7,25
1,1,1,3,1
1,4,1,3,1
4,4,4,3,4
98,98,98,114,98
0,5,34,117,36
112,112,113,39,112
112,112,112,1,112
52,52,52,99,52
5,5,5,99,5
5,5,5,99,5
6,5,6,4,6
57,73,73,4,73
12,12,0,4,83
3,3,85,4,85
3,5,85,117,85
3,5,3,82,85
99,99,75,112,99
99,99,75,112,99
5,5,5,5,5
1,1,1,109,1
4,4,4,85,4
5,5,5,58,5
2,5,107,4,107
2,5,117,5,107
3,3,3,5,0
112,112,112,99,113
112,112,112,3,112
90,12,90,5,90
0,99,30,39,0
99,99,75,1,99
99,99,75,1,99
99,99,75,4,99
99,99,99,98,99
5,5,5,34,5
81,99,74,112,60
2,5,117,112,39
57,99,57,52,57
2,5,117,5,117
5,5,5,5,2
0,5,93,34,0
5,5,5,73,2
5,5,5,84,2
3,3,3,85,0
3,3,3,85,3
2,5,117,85,0
52,52,52,99,52
0,0,109,99,60
99,99,115,5,115
99,99,115,1,115
3,3,10,4,85
3,3,85,5,85
5,5,5,107,5
3,3,85,117,3
3,7,7,3,7
99,99,99,112,99
99,99,99,112,99
7,7,7,0,7
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,5,99
99,99,99,81,99
99,99,99,117,99
99,99,99,57,99
99,99,99,5,99
99,99,99,5,99
14,5,14,5,14
1,1,1,5,1
1,1,1,3,1
81,81,81,117,81
1,4,1,3,1
3,3,3,52,3
99,99,88,99,60
98,98,98,99,98
5,5,5,99,5
3,3,3,85,3
91,91,91,117,91
3,3,3,5,3
37,37,37,85,37
4,4,4,7,4
112,112,112,99,113
52,52,52,99,52
3,3,85,7,10
1,1,1,99,1
4,4,4,99,4
99,99,99,99,99
5,5,5,99,5
5,5,5,99,5
5,5,5,99,5
5,5,5,99,5
112,112,113,99,112
52,52,52,99,23
52,112,8,99,64
90,12,90,117,90
0,4,0,1,0
5,5,5,1,5
5,5,5,81,5
99,99,75,99,0
5,5,5,10,5
3,3,3,88,85
4,4,4,98,4
99,99,75,5,99
1,1,1,3,1
98,98,98,91,98
2,5,2,3,117
5,5,5,34,5
5,5,5,4,5
5,5,5,112,5
5,5,5,52,5
3,3,3,85,3
5,5,5,1,5
99,99,60,4,99
3,3,3,99,3
52,52,52,5,52
112,99,112,5,113
52,52,52,5,52
112,112,112,5,113
112,112,112,112,113
112,112,112,52,113
112,112,112,49,112
112,112,112,84,113
0,1,84,5,84
52,52,52,5,52
3,3,3,86,85
3,3,3,5,85
81,53,74,3,60
5,5,5,4,5
7,7,7,99,7
99,99,75,1,99
98,98,98,98,98
1,1,1,5,1
5,5,5,5,5
5,5,5,5,5
